,x,y,type
602,-11.542484,67.570404,disadvantaged user
603,-74.47646,27.931627,disadvantaged user
604,36.03721,14.029329,disadvantaged user
605,87.73226,5.140827,disadvantaged user
606,60.62068,-68.49946,disadvantaged user
607,-31.36494,87.3323,disadvantaged user
608,-21.80452,33.421936,disadvantaged user
609,22.754131,-37.099976,disadvantaged user
610,-33.794807,69.7838,disadvantaged user
611,94.76639,28.571629,disadvantaged user
612,-14.046415,9.021517,disadvantaged user
613,-25.137362,-20.878958,disadvantaged user
614,61.324062,-16.180449,disadvantaged user
615,9.010764,17.029379,disadvantaged user
616,72.22771,-13.751809,disadvantaged user
617,72.20378,-14.427335,disadvantaged user
618,-39.182827,29.014637,disadvantaged user
619,33.53531,-39.01504,disadvantaged user
620,87.96376,-6.6640987,disadvantaged user
621,83.43174,38.645485,disadvantaged user
622,91.93396,-4.082388,disadvantaged user
623,-25.410158,-39.27494,disadvantaged user
624,49.24258,-8.797189,disadvantaged user
625,10.07104,40.433117,disadvantaged user
626,26.375904,22.049017,disadvantaged user
627,91.8798,27.996628,disadvantaged user
628,20.882225,25.198757,disadvantaged user
629,61.364407,-68.82953,disadvantaged user
630,61.35916,-68.90505,disadvantaged user
631,71.17762,-3.9783072,disadvantaged user
632,69.399315,-10.279051,disadvantaged user
633,-24.739782,87.08795,disadvantaged user
634,28.617123,21.211784,disadvantaged user
635,-28.76439,89.95568,disadvantaged user
636,46.885803,0.26130983,disadvantaged user
637,-21.404533,-18.887453,disadvantaged user
638,21.592688,33.29879,disadvantaged user
639,56.858833,-64.4135,disadvantaged user
640,-9.604719,39.150566,disadvantaged user
641,16.527447,-37.87345,disadvantaged user
642,58.934174,-17.172556,disadvantaged user
643,-12.105702,57.852516,disadvantaged user
644,-50.31395,-41.145847,disadvantaged user
645,93.097176,21.436918,disadvantaged user
646,-4.3715963,20.592285,disadvantaged user
647,-8.260216,-11.445362,disadvantaged user
648,62.92479,-7.5115924,disadvantaged user
649,1.3468062,34.376163,disadvantaged user
650,38.27658,2.4490595,disadvantaged user
651,-30.102285,89.84443,disadvantaged user
652,25.897274,17.294397,disadvantaged user
653,-74.26487,27.962425,disadvantaged user
654,70.097885,-13.107083,disadvantaged user
655,-10.340524,60.27119,disadvantaged user
656,10.911023,-32.753296,disadvantaged user
657,86.06632,37.018986,disadvantaged user
658,90.68165,34.49588,disadvantaged user
659,-16.065401,-19.656822,disadvantaged user
660,-25.70039,-49.152252,disadvantaged user
661,-35.335583,-54.016365,disadvantaged user
662,16.648115,34.688282,disadvantaged user
663,16.860722,-38.805748,disadvantaged user
664,-6.183881,-26.55229,disadvantaged user
665,25.501898,31.081291,disadvantaged user
666,-5.127866,-15.944966,disadvantaged user
